dow,vix,ford,oil,gold,corn,steel
26820.25,17.22,9.08,55.91,17.73,369.75,11.33
26891.12,16.07,9.14,56.41,18.1,368.25,11.3
26970.71,15.96,9.2,56.49,18.18,372.25,11.45
26807.77,17.05,9.11,57.29,18.81,370.25,10.71
26949.99,14.91,9.16,58.64,18.6,371,11.04
26935.07,15.32,9.17,58.09,18.43,369.5,10.81
27094.79,14.05,9.1,58.13,18.3,369.5,11.06
27147.08,13.95,9.25,58.11,17.64,365.75,12.45
27110.8,14.44,9.28,59.34,18.02,366,12.96
27076.82,14.67,9.3,62.9,17.1,367.5,13.29
27219.52,13.74,9.45,54.85,17.23,355.5,13.1
27182.45,14.22,9.41,55.09,17.13,349.5,13.13
27137.04,14.61,9.42,55.75,17.34,344.75,13.23
26909.43,15.2,9.42,57.4,17.25,344,12.42
26835.51,15.27,9.54,57.85,17.41,340,12.23
26797.46,15,9.34,56.52,17.87,341.5,11.39
26728.15,16.27,9.34,56.3,18.4,346.5,11.6
26355.47,17.33,9.2,56.26,19.87,344.5,11.26
26118.02,19.66,9.1,53.94,19.42,349,10.68
26403.28,18.98,9.17,55.1,19.38,356.75,11.07
26362.25,17.88,9.12,56.71,19.28,357.5,11.08
26036.1,19.35,9,55.78,19.94,355.25,10.7
25777.9,20.31,8.76,54.93,19.77,356.75,10.34
25898.83,19.32,8.82,53.64,19.24,357,11.13
25628.9,19.87,8.77,54.17,19.14,357.5,11.18
26252.24,16.68,9.04,55.35,18.74,359,11.8
26202.73,15.8,9.04,55.68,18.64,357,12.11
25962.44,17.5,8.96,56.34,18.69,359.25,12.31
26135.79,16.88,9.03,56.21,18.1,363.25,12.43
25886.01,18.47,8.96,54.87,18.39,361.25,11.28
25579.39,21.18,8.86,54.47,18.39,358.25,10.91
25479.42,22.1,9,55.23,18.18,358.5,11.56
26279.91,17.52,9.26,57.1,18.11,365.5,12.11
25896.44,21.09,9.29,54.93,17.96,385.25,11.68
26287.44,17.97,9.45,54.5,18.14,407.25,12.05
26378.19,16.91,9.56,52.54,18.19,405.5,12.73
26007.07,19.49,9.53,51.09,18.05,400.5,12.28
26029.52,20.17,9.48,53.63,17.57,400.75,12.57
25717.74,24.59,9.23,54.69,17.59,391,12.64
26485.01,17.61,9.28,55.66,16.91,393.5,13.27
26583.42,17.87,9.31,53.95,16.95,387.25,14.52
26864.27,16.12,9.53,58.58,16.26,400,15.03
27198.02,13.94,9.55,58.05,17.01,410.25,15.71
27221.35,12.83,9.6,56.87,17.21,412,15.27
27192.45,12.16,9.57,56.2,17.06,413,15.19
27140.98,12.74,9.56,56.02,17.04,418,15.28
27269.97,12.07,10.33,55.88,17.35,421.5,15.83
27349.19,12.61,10.17,56.77,17.29,418.25,15.62
27171.9,13.53,10.02,56.22,17.34,421,15.38
27154.2,14.45,10.2,55.63,17.21,423.75,15.07
27222.97,13.53,10.26,55.3,17.22,423.25,14.68
27219.85,13.97,10.33,56.78,16.71,431.5,14.94
27335.63,12.86,10.51,57.62,16.11,429,15.13
27359.16,12.68,10.42,59.58,16.34,439.75,14.61
27332.03,12.39,10.49,60.21,16.51,447.75,14.15
27088.08,12.93,10.19,60.2,16.39,433.25,13.79
26860.2,13.03,10.11,60.43,16.52,428,13.47
26783.49,14.09,10.14,57.83,16.05,429.25,13.73
26806.14,13.96,10.2,57.66,15.86,432,13.59
26922.12,13.28,10.2,57.51,15.8,427,14.75
26786.68,12.93,10.12,56.25,15.59,408.25,14.68
26717.43,14.06,10.15,59.09,14.99,410.25,15.25
26599.96,15.08,10.23,58.47,15.77,411,15.31
26526.58,15.82,10.2,59.43,15.7,438.5,15.11
26536.82,16.21,9.91,59.38,15.86,440.75,15.25
26548.22,16.28,9.84,57.83,16.01,446.5,14.93
26727.54,15.26,9.95,57.9,16.24,440.25,14.45
26719.13,15.4,9.99,57.43,15.6,441.75,14.67
26753.17,14.75,10.04,56.65,15.3,436.5,14.55
26504,14.33,10.04,53.76,14.48,438.25,15.17
26465.54,15.15,10.1,53.9,14.37,442.75,14.58
26112.53,15.35,10.05,51.93,14.15,450.5,13.96
26089.61,15.28,9.98,52.51,13.9,441.75,13.78
26106.77,15.82,10.06,52.28,13.86,429.5,14.27
26004.83,15.91,9.85,51.14,13.73,424,13.75
26048.51,15.99,9.92,53.27,13.55,408.25,13.99
26062.68,15.94,9.82,53.26,13.45,409,13.8
25983.94,16.3,9.76,53.99,13.54,415,13.58
25720.66,15.93,9.75,52.59,13.51,407,13.21
25539.57,16.09,9.78,51.68,13.23,412.25,13.09
25332.18,16.97,9.92,53.48,13.21,421.25,13.29
24819.78,18.86,9.61,53.25,13.09,418.25,12.52
24815.04,18.71,9.52,53.5,12.42,423.25,11.82
25169.88,17.3,9.74,56.59,11.79,413.25,12.21
25126.41,17.9,9.71,58.81,11.75,412.25,12.85
25347.77,17.5,9.78,59.14,11.74,407.5,13.26
25585.69,15.85,9.83,58.63,11.95,389.75,13.63
25490.47,16.92,9.85,57.91,11.96,387,13.7
25776.61,14.75,9.97,61.42,11.94,386.25,14.25
25877.33,14.95,10.24,62.99,12.12,391.25,14.9
25679.9,16.31,10.28,63.1,12.2,385.75,14.26
25764,15.96,10.29,62.76,12.22,380,14.59
25862.68,15.29,10.4,62.87,12.18,368.75,14.86
25648.02,16.44,10.36,62.02,12.5,368,15.06
25532.05,18.06,10.24,61.78,12.46,353.5,15.11
25324.99,20.55,10.08,61.04,12.31,335.5,14.72
25942.37,16.04,10.38,61.66,12,338.25,15.66
25828.36,19.1,10.2,61.7,12.37,344,15.8
25967.33,19.4,10.34,62.12,12.57,353.25,15.4
25965.09,19.32,10.38,61.4,12.72,355,16.41
26438.48,15.44,10.37,62.25,12.6,349,16.63
26504.95,12.87,10.41,61.94,12.59,360.25,16.88
26307.79,14.42,10.34,61.81,12.51,358.5,14.39
26430.14,14.8,10.3,63.6,12.59,353.5,15.27
26592.91,13.12,10.45,63.91,12.72,349.25,15.6
26554.39,13.11,10.32,63.5,12.66,351.25,15.8
26543.33,12.73,10.41,63.3,13,347,15.67
26462.08,13.25,9.4,65.21,12.84,342.25,15.68
26597.05,13.14,9.57,65.89,12.83,345.5,16.1
26656.39,12.28,9.5,66.3,12.81,350.25,16.15
26511.05,12.42,9.5,65.7,12.97,354.25,16.11
26559.54,12.09,9.55,64,13.22,357,16.42
26449.54,12.6,9.5,63.76,13.2,356.75,16.66
26452.66,12.18,9.36,64.05,13.29,357.25,16.76
26384.77,12.32,9.33,63.4,13.63,361,16.71
26412.3,12.01,9.45,63.89,13.42,358.5,16.74
26143.05,13.02,9.39,63.58,13.45,358.5,16.69
26157.16,13.3,9.33,64.61,13.59,360,17.25
26150.58,14.28,9.21,63.98,13.72,355.25,17.77
26341.02,13.18,9.3,64.4,13.52,359.5,19.74
26424.99,12.82,9.25,63.08,13.49,360.5,19.84
26384.63,13.58,9.24,62.1,13.56,362.75,19.95
26218.13,13.74,9.13,62.46,13.3,360.5,20.04
26179.13,13.36,9.01,62.58,13.46,359.25,19.93
26258.42,13.4,8.98,61.59,13.44,356.5,20.15
25928.68,13.71,8.78,60.14,13.71,356,19.49
25717.46,14.43,8.77,59.3,13.88,372,19.38
25625.59,15.15,8.62,59.41,14.25,372,19.15
25657.73,14.68,8.76,59.94,14.5,375.5,19.22
25516.83,16.33,8.51,58.82,14.27,376.75,19.1
25502.32,16.48,8.54,59.04,13.67,375.5,19.09
25962.51,13.63,8.69,59.98,13.28,370.5,20.3
25745.67,13.91,8.51,59.83,13.11,368.75,19.78
25887.38,13.56,8.7,59.03,12.84,367.75,19.98
25914.1,13.1,8.57,59.09,12.95,370.25,19.79
25848.87,12.88,8.43,58.52,13,369,19.66
25709.94,13.5,8.41,58.61,13.11,360,19.78
25702.89,13.41,8.53,58.26,13.35,355,20.36
25554.66,13.77,8.57,56.87,13.23,352.75,20.42
25650.88,14.33,8.61,56.79,13.18,352.5,20.01
25450.24,16.05,8.42,56.07,12.93,354,19.25
25473.23,16.59,8.48,56.66,12.63,355.75,20
25673.46,15.74,8.58,56.22,12.4,361,20.58
25806.63,14.74,8.77,56.56,12.7,364.75,21.9
25819.65,14.63,8.81,56.59,12.51,364.5,22.24
26026.32,13.57,8.79,55.8,12.31,357.5,22.3
25916,14.78,8.77,57.22,12.64,361.25,22.41
25985.16,14.7,8.78,56.94,12.5,362.5,23.74
26057.98,15.17,8.88,55.5,12.59,365.5,23.9
26091.95,14.85,8.76,55.48,12.61,370,23.94
26031.81,13.51,8.71,57.26,13.04,374.5,24.1
25850.63,14.46,8.71,56.96,13.32,370.5,24.12
25954.44,14.02,8.94,56.92,13.76,368.5,24
25891.32,14.88,8.83,56.09,13.55,369,23.03
25883.25,14.91,8.54,55.59,12.95,373,22.92
25439.39,16.22,8.42,54.41,12.91,374,22.65
25543.27,15.65,8.41,53.9,12.82,376.25,22.75
25425.76,15.43,8.46,53.1,13.37,373,22.81
25053.11,15.97,8.33,52.41,13.43,371.75,22.57
25106.33,15.72,8.39,52.72,13.62,374,21.95
25169.53,16.37,8.31,52.64,13.34,376.25,22.57
25390.3,15.38,8.72,54.01,13.24,379,23.17
25411.52,15.57,8.75,53.66,13.36,377,23.09
25239.37,15.73,8.7,54.56,13.35,376.5,22.67
25063.89,16.14,8.72,55.26,13.25,376.5,22.04
24999.67,16.57,8.8,53.79,13.39,375.75,22.54
25014.86,17.66,8.71,54.23,13.05,377.5,22.22
24579.96,19.13,8.76,53.31,12.93,376,21.31
24528.22,18.87,8.66,51.99,12.34,378,21.71
24737.2,17.42,8.86,53.69,12.25,376,21.64
24553.24,18.89,8.6,53.13,11.85,375.75,20.71
24575.62,19.52,8.34,52.62,11.77,378,20.63
24404.48,20.8,8.5,52.57,11.78,376.75,20.87
24706.35,17.8,8.58,53.8,11.79,377.75,21.5
24370.1,18.06,8.36,52.07,11.9,373.75,21.22
24207.16,19.04,8.29,52.31,11.85,372.5,20.63
24065.59,18.6,8.84,52.11,11.86,371,20.19
23909.84,19.07,8.99,50.51,12.3,377,20.82
23995.95,18.19,8.82,51.59,12.44,376.75,21.04
24001.92,19.5,8.67,52.59,12.36,376,20.99
23879.12,19.98,8.72,52.36,12.45,380.5,20.84
23787.45,20.47,8.37,49.78,12.34,379,20.7
23531.35,21.4,8.29,48.52,12.92,381.75,20.45
23433.16,21.38,8.08,47.96,13.09,379.75,20.34
22686.22,25.45,7.78,47.09,13,374.75,18.48
23346.24,23.22,7.9,46.54,13.1,374,18.51
23327.46,25.42,7.65,45.41,13.54,372.75,18.24
23062.4,28.34,7.81,45.33,13.12,374.5,18.25
23138.82,29.96,7.85,44.61,13.71,373.25,18.36
22878.45,30.41,7.85,46.22,13.65,372.5,18.4
22445.37,30.11,8.05,45.59,13.12,374.75,18.19
22859.6,28.38,8.26,45.88,13.38,375,18.48
23323.66,25.58,8.32,47.2,12.88,381.5,18.82
24100.51,21.63,8.52,51.2,13.66,376.75,20.02
24597.38,20.65,8.5,52.58,14.11,374,20.21
24527.27,21.46,8.64,51.15,14.02,375.5,20.7
24370.24,21.76,8.54,51.65,13.6,372.75,20.52
24423.26,22.64,8.52,51,13.84,372.75,20.82
24388.95,23.23,8.82,52.61,13.68,371.5,21.31
24947.67,21.19,9.02,51.49,13.37,369.25,22.01
25027.07,20.74,9.18,53.25,13.13,369.5,22.57
25826.43,16.44,9.6,52.95,12.99,369.5,23.76
25538.46,18.07,9.41,50.93,12.75,360.5,23.06
25338.84,18.79,9.37,51.45,13.05,359,23.15
25366.43,18.49,9.41,50.29,13.05,356,23.41
24748.73,19.02,9.28,51.56,12.75,355.5,22.92
24640.24,18.9,9.4,51.63,13.03,355.25,25
24464.69,20.8,9.11,54.63,13.46,360,26.3
24465.64,22.48,9.06,53.43,13.03,361.25,25.71
25017.44,20.1,9.25,56.76,13.09,361.25,27.28
25413.22,18.14,9.05,56.46,13.04,363.25,27.72
25289.27,19.98,9.31,56.46,12.99,366.5,27.55
25080.5,21.25,9.54,56.25,12.71,365.75,27.14
25286.49,20.02,9.54,55.69,12.43,365.5,27.22
25387.18,20.45,9.49,59.93,12.58,368,27.18
25989.3,17.36,9.38,60.19,12.91,368.25,27.69
26191.22,16.72,9.46,60.67,13.1,366,28.32
26180.3,16.36,9.6,61.67,12.98,371,29.35
25635.01,19.91,9.54,62.21,13.14,372,29.06
25461.7,19.96,9.53,63.1,13.21,369.5,28.86
25270.83,19.51,9.38,63.14,13.17,365.25,27.97
25380.74,19.34,9.29,63.69,13.34,363,27.17
25115.76,21.23,9.55,65.31,12.55,362.5,26.53
24874.64,23.35,9.46,66.18,12.71,364.25,25.32
24442.92,24.7,9.28,67.04,12.68,365.5,25.36
24688.31,24.16,8.98,67.59,12.85,361.75,25.75
24984.55,24.22,8.99,67.33,12.57,360.5,26.53
24583.42,25.23,8.18,66.82,13.11,367.75,25.44
25191.43,20.71,8.59,66.43,13.34,368,26.77
25317.41,19.64,8.41,69.17,13.09,365.5,27.74
25444.34,19.89,8.5,69.12,13.18,366,27.59
25379.45,20.06,8.51,68.65,13.16,369.5,27.92
25706.68,17.4,8.76,69.75,12.72,373.25,28.19
25798.42,17.62,8.8,71.92,12.75,373.5,27.63
25250.55,21.3,8.81,71.78,12.7,371.75,27.97
25339.99,21.31,8.64,71.34,12.47,368.5,28.62
25052.83,24.98,8.81,70.97,12.58,360.25,28.15
25598.74,22.96,8.82,73.17,11.5,362,28.07
26430.57,15.95,8.95,74.96,11.32,363.75,29.22
26486.78,15.69,9.26,74.29,11.41,364.25,29.51
26447.05,14.82,9.12,74.34,11.47,363,29.4
26627.48,14.22,9.15,74.33,11.65,364.75,29.92
26828.39,11.61,9.13,76.41,11.62,364.5,29.9
26773.94,12.05,9.2,75.23,11.69,363.25,29.57
26651.21,12,9.32,75.3,11.14,356.5,30.25
26458.31,12.12,9.25,73.25,11.08,354.5,30.48
26439.93,12.41,9.23,72.12,11.13,361.25,30.06
26385.28,12.89,9.27,71.57,10.85,361.25,29.8
26492.21,12.42,9.39,72.28,11.18,357.5,30.21
26562.05,12.2,9.59,72.08,11.04,355.75,29.43
26743.5,11.68,9.85,70.78,10.47,352.25,29.13
26656.98,11.8,9.81,70.8,10.62,344.75,29.85
26405.76,11.75,9.78,71.12,10.6,343,29.85
26246.96,12.79,9.58,69.85,10.48,342.5,29.71
26062.12,13.68,9.55,68.91,10.35,347.75,29.09
26154.67,12.07,9.45,68.99,10.11,337,28.9
26145.99,12.37,9.37,68.59,10.11,336.25,28.68
25998.92,13.14,9.34,70.37,10.08,340.5,28.73
25971.06,13.22,9.31,69.25,9.77,354.75,28.42
25857.07,14.16,9.38,67.54,9.76,353,28.92
25916.54,14.88,9.27,67.75,10.05,351,29.06
25995.87,14.65,9.43,67.77,9.92,350.75,29.66
25974.99,13.91,9.49,68.72,9.85,351,29.4
25952.48,13.16,9.47,69.87,9.84,347.25,29.3
25964.82,12.86,9.48,69.8,10.42,340.75,29.68
25986.92,13.53,9.7,70.25,10.47,340.5,29.41
26124.57,12.25,9.97,69.51,10.62,340.25,30.77
26064.02,12.5,10.01,68.53,10.62,340.75,30.8
26049.64,12.16,9.99,68.87,10.62,343,30.66
25790.35,11.99,9.68,68.72,10.46,346.25,30.95
25656.98,12.41,9.63,67.83,10.23,346.25,30.59
25733.6,12.25,9.69,67.86,10.38,352.25,31.22
25822.29,12.86,9.86,67.35,10.18,358.5,31.05
25758.69,12.49,9.72,66.43,10.14,359.5,30.65
25669.32,12.64,9.55,65.91,10.02,361.75,30.07
25558.73,13.45,9.51,65.46,9.86,360.5,29.51
25162.41,14.64,9.45,65.01,9.98,359,29.03
25299.92,13.31,9.5,67.04,10.41,356.5,29.97
25187.7,14.78,9.46,67.2,10.5,352.25,30.2
25313.14,13.16,9.74,67.63,10.83,357,29.97
25509.23,11.27,9.91,66.81,10.86,366.5,30.26
25583.75,10.85,10.05,66.94,10.92,370,30.77
25628.91,10.93,10.08,69.17,10.79,368.75,31.23
25502.18,11.27,10.03,69.01,11.01,368.25,31.49
25462.58,11.64,10.04,68.49,11.1,364.75,32.3
25326.16,12.19,9.92,68.96,10.94,364.75,32.13
25333.82,13.15,9.9,67.66,10.95,364,35.81
25415.19,12.83,10.04,68.76,11.19,366.25,36.43
25306.83,14.26,10.07,70.13,11.15,363.5,36.81
25451.06,13.03,9.93,68.69,11.23,359.5,37
25527.07,12.14,9.89,69.61,11.1,360.25,37.24
25414.1,12.29,10.52,69.3,11.82,352,38.26
25241.94,12.41,10.57,68.52,11.86,351.5,37.87
25044.29,12.62,10.47,67.89,11.81,354.5,37.44
25058.12,12.86,10.56,70.46,12.37,349.75,37.13
25064.5,12.87,10.82,69.46,12.34,345,36.93
25199.29,12.1,10.87,68.76,12.52,346,37.77
25119.89,12.06,10.86,68.08,12.66,344.25,36.41
25064.36,12.83,10.85,68.06,12.82,338.75,35.93
25019.41,12.18,10.98,71.01,12.91,330.25,36.21
24924.89,12.58,11.05,70.33,12.94,329.75,35.94
24700.45,13.63,11.07,70.38,12.92,331.25,36.28
24919.66,12.64,11.25,74.11,13.41,336.25,36.53
24776.59,12.69,11.2,73.85,13.27,343.25,35.53
24456.48,13.37,11.06,73.8,13.35,342,35.34
24356.74,14.97,11.05,72.94,13.47,342.25,34.98
24307.18,15.6,11.1,73.94,13.12,337,35.13
24271.41,16.09,11.07,74.15,13.13,345.5,34.75
24216.05,16.85,11.28,73.45,12.7,344.5,34.65
24117.59,17.91,11.42,72.76,12.7,351.5,34.47
24283.11,15.92,11.52,70.53,12.75,348,35.33
24252.8,17.33,11.5,68.08,12.87,349.25,34.52
24580.89,13.77,11.65,68.58,13.04,355,36.91
24461.7,14.64,11.71,65.54,12.85,349.25,35.4
24657.8,12.79,11.87,66.22,12.82,347.5,35.73
24700.21,13.35,11.89,65.07,12.86,338.75,35.15
24987.47,12.31,11.99,65.85,12.84,354,36.12
25090.48,11.98,11.88,65.06,12.81,355.25,36.05
25175.31,12.12,11.89,66.89,13.17,362.5,37.62
25201.2,12.94,12.02,66.64,13.05,373.25,37.38
25320.73,12.34,12.11,66.36,13.16,367.25,37.58
25322.31,12.35,12.03,66.1,13.2,366.75,37.08
25316.53,12.18,12.1,65.74,13.02,373.5,37.16
25241.41,12.13,12.03,65.95,12.95,374.25,36.82
25146.39,11.64,11.97,64.73,12.94,378,37.55
24799.98,12.4,11.83,65.52,12.96,380,36.86
24813.69,12.74,11.74,64.75,12.9,380.5,37.27
24635.21,13.46,11.71,65.81,13.08,390.75,37.69
24415.84,15.43,11.55,67.04,13.19,393.25,36.87
24667.78,14.94,11.55,68.21,13.38,390.75,36.25
24361.45,17.02,11.44,66.73,13.33,397.5,35.22
24753.09,13.22,11.51,67.88,13.39,403.25,35.39
24811.76,12.53,11.62,70.71,13.48,403.75,35.77
24886.81,12.58,11.44,71.84,13.33,403,35.44
24834.41,13.22,11.52,72.13,13.12,401,35.81
25013.29,13.08,11.51,72.24,13.2,401.25,35.06
24715.09,13.42,11.33,71.28,13.16,395,36.46
24713.98,13.43,11.46,71.49,13.19,395,37.54
24768.93,13.42,11.4,71.49,13.2,398,37.51
24706.41,14.63,11.22,71.31,13.17,396,35.86
24899.41,12.93,11.18,70.96,13.48,387.5,36.3
24831.17,12.65,11.19,70.7,13.5,389.75,35.76
24739.53,13.23,11.21,71.36,13.53,393.25,35.9
24542.54,13.42,11.06,71.14,13.32,394,34.96
24360.21,14.71,11.27,69.06,13.28,391.25,34.6
24357.32,14.75,11.34,70.73,13.36,393.25,34.51
24262.51,14.77,11.36,69.72,13.47,397.5,34.52
23930.15,15.9,11.2,68.43,13.48,395,32.91
23924.98,15.97,11.21,67.93,13.37,395,32.25
24099.05,15.49,11.26,67.25,13.44,391.5,32.19
24163.15,15.93,11.24,68.57,13.47,390.5,33.83
24311.19,15.41,11.49,68.1,13.77,385.25,32.37
24322.34,16.24,11.43,68.19,13.62,384,37.7
24083.83,17.84,11.11,68.05,13.49,380.5,37.05
24024.13,18.02,10.96,67.7,13.38,377,36.47
24448.69,16.34,11.04,68.64,12.92,376.25,36.53
24462.94,16.88,10.82,68.38,13.17,376.25,36.65
24664.89,15.96,10.96,68.29,13.32,380.75,37.34
24748.07,15.6,11.33,68.47,13.26,380,37.5
24786.63,15.25,11.38,66.52,13.07,379.75,36.36
24573.04,16.56,11.38,66.22,13.03,382,35.75
24360.14,17.41,11.28,67.39,13.15,385,35.51
24483.05,18.49,11.31,67.07,12.88,385,35.88
24189.45,20.24,11.43,66.82,13.08,385.75,34.74
24408,20.47,11.45,65.51,12.77,388.5,35.88
23979.1,21.77,11.25,63.42,12.68,388.75,34.79
23932.76,21.49,11.18,62.06,12.69,382,34.49
24505.22,18.94,11.35,63.54,12.57,380.75,36.61
24264.3,20.06,11.33,63.37,12.52,372,34.99
24033.36,21.1,11.15,63.51,12.5,386.75,35
23644.19,23.62,10.86,63.01,12.62,387,34.22
24103.11,19.97,11.08,64.94,12.45,373.75,35.19
23848.42,22.87,10.86,64.38,12.39,372,33.54
23857.71,22.5,10.83,65.25,12.56,372.25,33.67
24202.6,21.03,10.83,65.55,12.76,373.5,35.4
23533.2,24.87,10.56,65.88,12.5,369.25,33.94
23957.89,23.34,10.75,64.3,12.17,374,34.5
24682.31,17.86,11.1,65.17,12.35,373.75,38.76
24727.27,18.2,10.99,63.4,12.04,373.25,38.52
24610.91,19.02,11.01,62.06,12.26,374.75,39.06
24946.51,15.8,11.15,62.34,12.32,382.5,39.96
24873.66,16.59,11.07,61.19,12.21,385.5,38.43
24758.12,17.23,11.02,60.96,12.32,383.5,38.38
25007.03,16.35,10.78,60.71,12.18,383.5,40.24
25178.61,15.78,10.81,61.36,12.13,380.5,43.57
25335.74,14.64,10.73,62.04,11.82,382.5,43.69
24895.21,16.54,10.61,60.12,11.77,378,44.35
24801.36,17.76,10.63,61.15,11.7,378.5,45.69
24884.12,18.36,10.63,62.6,11.84,377.25,44.53
24874.76,18.73,10.58,62.57,11.63,374.75,44.75
24538.06,19.59,10.4,61.25,11.54,376,45.39
24608.98,22.47,10.29,60.99,11.42,372,46.01
25029.2,19.85,10.61,61.64,11.52,369.75,43.51
25410.03,18.59,10.61,63.01,11.76,367.75,44
25709.27,15.8,10.89,63.91,12.22,366.5,44.37
25309.99,16.49,10.7,63.55,12.18,365.25,43.52
24962.48,18.72,10.63,62.77,12.48,364.25,42.98
24797.78,20.02,10.6,61.68,12.66,364.25,42.86
24964.75,20.6,10.63,61.9,12.85,365.25,44.83
25219.38,19.46,10.61,61.68,13.18,366.5,44.75
25200.37,19.13,10.76,61.34,13.34,365.5,38.99
24893.49,19.26,10.74,60.6,13.65,364.75,38.69
24640.45,24.97,10.59,59.19,13.22,366,36.8
24601.27,25.61,10.7,59.29,13.26,364.25,36.22
24190.9,29.06,10.53,59.2,13.06,361.5,34.24
23860.46,33.46,10.43,61.15,13.23,364.5,33.95
24893.35,27.73,10.76,61.79,13.39,362.5,35.33
24912.77,29.98,10.76,63.39,13.49,356.25,35.31
24345.75,37.32,10.24,64.15,13.63,357.25,34.02
25520.96,17.31,10.71,65.45,13.74,359.5,34.58
26186.71,13.47,10.92,65.8,14.42,358.5,36.61
26149.39,13.54,10.97,64.73,14.38,359.5,37.41
26076.89,14.79,11.06,64.5,14.31,359,38.61
26439.48,13.84,11.12,65.56,14.35,356.75,41.15
26616.71,11.08,11.65,66.14,14.75,354.5,40.95
26392.79,11.58,11.57,65.51,14.8,354.5,40.27
26252.12,11.47,12.05,65.61,15.05,349.75,39.99
26210.81,11.1,11.96,64.47,14.83,349.5,40.06
26214.6,11.03,12.02,63.49,14.51,351.25,39.31
26071.72,11.27,12,63.37,14.37,351.25,38.77
26017.81,12.22,12.07,63.95,14.28,350.5,39.03
26115.65,11.91,12.18,63.97,14.62,348.25,39.31
25792.86,11.66,13.1,63.73,15.2,346,38.67
25803.19,10.16,13.23,64.3,15.12,345.5,39.14
25574.73,9.88,13.16,63.8,14.65,348,39.52
25369.13,9.82,13.03,63.57,14.58,348,39.2
25385.8,10.08,13.08,62.96,14.56,347.25,38.41
25283,9.52,13.15,61.73,14.74,346.75,39.42
25295.87,9.22,13.2,61.44,14.95,350.25,38.49
25075.13,9.22,12.98,62.01,15.03,350.25,37.87
24922.68,9.15,12.76,61.63,15,352.25,37.49
24824.01,9.77,12.66,60.37,15.2,350.5,37.42
24719.22,11.04,12.49,60.42,14.47,350.25,35.19
24837.51,10.18,12.58,59.84,14.45,350,35.74
24774.3,10.47,12.5,59.64,14.49,351.75,35.02
24746.21,10.25,12.6,59.97,14.57,351,35.35
24754.06,9.9,12.58,58.47,14.47,350.5,35.11
24782.29,9.62,12.63,58.36,14.43,348.5,35.67
24726.65,9.72,12.72,58.09,14.42,347.25,34.37
24754.75,10.03,12.69,57.46,14.25,346.5,33.84
24792.2,9.53,12.66,57.16,14.32,346.5,33.43
24651.74,9.42,12.58,57.3,14.06,346.5,31.85
24508.66,10.49,12.46,57.04,14.17,336.25,31.73
24585.43,10.18,12.63,56.6,14.11,336.5,32.84
24504.8,9.92,12.6,57.14,13.64,335.25,33
24386.03,9.34,12.58,57.99,13.65,336,33.42
24329.16,9.58,12.61,57.36,13.65,338.5,33.23
24211.48,10.16,12.53,56.69,13.66,337.5,31.85
24140.91,11.02,12.38,55.96,13.55,337.75,31.11
24180.64,11.33,12.43,57.62,13.77,338.5,29.83
24290.05,11.68,12.63,57.47,13.91,338.75,29.84
24231.59,11.43,12.58,58.36,14.07,341,29.3
24272.35,11.28,12.52,57.4,13.78,337.5,28.92
23940.68,10.7,12.56,57.3,14.03,335.5,28.63
23836.71,10.03,12.21,57.99,14.17,335.75,28.61
23580.78,9.87,12.11,58.11,14.25,338.5,28.8
23526.18,9.88,12.07,58.02,14.14,344,28.51
23590.83,9.73,12.12,56.83,13.92,342.75,28.16
23430.33,10.65,12.13,56.09,13.9,341.5,27.85
23358.24,11.43,12.01,56.55,14.07,336.5,27.28
23458.36,11.76,12.04,55.14,13.92,336.25,27.13
23271.28,13.13,12,55.33,13.95,337,27.11
23409.47,11.59,12.02,55.7,14.01,337.25,26.67
23439.7,11.5,12.16,56.76,13.95,341.5,27.62
23422.21,11.29,12.01,56.74,13.98,341,27.46
23461.94,10.5,12.04,57.17,14.11,340.75,27.1
23563.36,9.78,12.06,56.81,13.99,345.75,27.27
23557.23,9.89,12.16,57.2,13.99,346.25,26.95
23548.42,9.4,12.33,57.35,14.01,347.75,27.51
23539.19,9.14,12.36,55.64,14,347.5,27.04
23516.26,9.93,12.42,54.54,14.1,347.5,27.59
23435.01,10.2,12.35,54.3,14.22,345.25,27.3
23377.24,10.18,12.27,54.38,14.45,345.5,25.32
23348.74,10.5,12.1,54.15,14.69,347.25,26.46
23434.19,9.8,12.06,53.9,14.68,347.5,27.08
23400.86,11.3,12.27,52.64,14.51,349.5,27.69
23329.46,11.23,12.04,52.18,15.75,350.5,28.11
23441.76,11.16,12.19,52.47,15.85,349.5,28.69
23273.96,11.07,12.04,51.9,16.15,343,27.99
23328.63,9.97,12.1,51.47,16.03,344.25,28.43
23163.04,10.05,12.23,51.29,16.1,348.5,27.68
23157.6,10.07,12.19,52.04,16.17,347.75,27.25
22997.44,10.31,12.27,51.88,16.22,348.5,26.63
22956.96,9.91,12.12,51.87,16.24,349.75,26.67
22871.72,9.61,12.05,51.45,16.67,348.25,27.36
22841.01,9.91,12.12,50.6,16.68,342.5,25.56
22872.89,9.85,12.38,51.3,16.76,345.5,25.2
22830.68,10.08,12.39,50.92,16.65,348.25,24.98
22761.07,10.33,12.34,49.58,16.7,348,25.02
22773.67,9.65,12.31,49.29,16.59,348.5,26.05
22775.39,9.19,12.25,50.79,16.42,347.5,26.54
22661.64,9.63,12.3,49.98,16.42,346,26.46
